id,Title,Content,Permalink,_filled,_featured,_job_hours,_company_avatar,_company_facebook,_company_twitter,_company_googleplus,_company_linkedin,_company_instagram,_company_github,_company_pinterest,_claimed,geolocation_lat,geolocation_long,geolocation_formatted_address,geolocation_street_number,geolocation_street,geolocation_city,geolocation_state_short,geolocation_state_long,geolocation_postcode,geolocation_country_short,geolocation_country_long,geolocated,_job_location,_application,_company_website,_company_video,_job_expires,_phone,_gallery_images,_gallery,_job_author,_products,geolocation_map_lock_status,indica,_indica,hybrid,_hybrid,topicals,_topicals,edibles,_edibles,accessories,_accessories,_bubble_hash,vape_cart,_vape_cart,first_time_patient,_first_time_patient,coupons,_coupons,sativa,_sativa,bho,_bho,co2,_co2,rosin,_rosin,bubble_hash,_wp_old_slug,_average_rating,rating,_submitting_key,_job_title,_job_description,_featured_image,"Image URL","Image Filename","Image Path","Image ID","Image Title","Image Caption","Image Description","Image Alt Text","Business Regions","Business Categories","Business Tags"
1416,"Pocahontas Tobacco",,http://kushy.net/business/pocahontas-tobacco/,0,0,,http://weedporndaily.com/images/weed-leaf2.gif,,,,,,,,,41.1687894,-82.2186775,"132 W Herrick Ave, Wellington, OH 44090, USA",132,"West Herrick Avenue",Wellington,OH,Ohio,44090,US,"United States",1,"132 West Herrick Avenue, Wellington, Ohio 44090",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,vlcsnap-2016-06-25-13h58m06s561.jpg,/home/kushy/public_html/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,977,vlcsnap-2016-06-25-13h58m06s561,,,,"United States>Iowa",Headshop,
1417,Therapy,,http://kushy.net/business/therapy-2/,0,0,,http://weedporndaily.com/images/weed-leaf2.gif,,,,,,,,,40.7933348,-81.4424806,"4968 Tuscarawas St W, Canton, OH 44708, USA",4968,"Tuscarawas Street West",Canton,OH,Ohio,44708,US,"United States",1,"4968 West Tuscarawas Street, Canton, Ohio 44708",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,vlcsnap-2016-06-25-13h58m06s561.jpg,/home/kushy/public_html/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,977,vlcsnap-2016-06-25-13h58m06s561,,,,"United States>Iowa",Headshop,
1418,"Brothers House Of Glass",,http://kushy.net/business/brothers-house-of-glass/,0,0,,http://weedporndaily.com/images/weed-leaf2.gif,,,,,,,,,40.7545777,-84.1278519,"1273 N Cole St, Lima, OH 45801, USA",1273,"North Cole Street",Lima,OH,Ohio,45801,US,"United States",1,"1273 North Cole Street, Lima, Ohio 45805",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,vlcsnap-2016-06-25-13h58m06s561.jpg,/home/kushy/public_html/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,977,vlcsnap-2016-06-25-13h58m06s561,,,,"United States>Iowa",Headshop,
1419,Hemptations,,http://kushy.net/business/hemptations/,0,0,,http://weedporndaily.com/images/weed-leaf2.gif,,,,,,,,,39.1324627,-84.4614428,"2034 Madison Rd, Cincinnati, OH 45208, USA",2034,"Madison Road",Cincinnati,OH,Ohio,45208,US,"United States",1,"2034 Madison Rd, Cincinnati, Ohio 45208",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,vlcsnap-2016-06-25-13h58m06s561.jpg,/home/kushy/public_html/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,977,vlcsnap-2016-06-25-13h58m06s561,,,,"United States>Iowa",Headshop,
1420,"Wild Berry",,http://kushy.net/business/wild-berry/,0,0,,http://weedporndaily.com/images/weed-leaf2.gif,,,,,,,,,39.5102443,-84.7431058,"15 W High St, Oxford, OH 45056, USA",15,"West High Street",Oxford,OH,Ohio,45056,US,"United States",1,"15 West High Street, Oxford, Ohio 45056",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,vlcsnap-2016-06-25-13h58m06s561.jpg,/home/kushy/public_html/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,977,vlcsnap-2016-06-25-13h58m06s561,,,,"United States>Iowa",Headshop,
1421,"Cloud Nine",,http://kushy.net/business/cloud-nine-2/,0,0,,http://weedporndaily.com/images/weed-leaf2.gif,,,,,,,,,40.0329516,-82.9643802,"1809 Piedmont Rd, Columbus, OH 43224, USA",1809,"Piedmont Road",Columbus,OH,Ohio,43224,US,"United States",1,"1809 Piedmont Rd, Columbus, Ohio 43224",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,vlcsnap-2016-06-25-13h58m06s561.jpg,/home/kushy/public_html/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,977,vlcsnap-2016-06-25-13h58m06s561,,,,"United States>Iowa",Headshop,
1422,"High on the Hill",,http://kushy.net/business/high-on-the-hill/,0,0,,http://weedporndaily.com/images/weed-leaf2.gif,,,,,,,,,39.1130092,-84.3079398,"8683 Batavia Rd, Cincinnati, OH 45244, USA",8683,"Batavia Road",Cincinnati,OH,Ohio,45244,US,"United States",1,"8683 Batavia Rd, Cincinnati, Ohio 45244",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,vlcsnap-2016-06-25-13h58m06s561.jpg,/home/kushy/public_html/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,977,vlcsnap-2016-06-25-13h58m06s561,,,,"United States>Iowa",Headshop,
1423,"Waterbeds N Stuff / Beds N Stuff",,http://kushy.net/business/waterbeds-n-stuff-beds-n-stuff-10/,0,0,,http://weedporndaily.com/images/weed-leaf2.gif,,,,,,,,,,,,,,Columbus,,,,,,,"3592 Soldano Blvd, Columbus, Ohio 43228",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,vlcsnap-2016-06-25-13h58m06s561.jpg,/home/kushy/public_html/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,977,vlcsnap-2016-06-25-13h58m06s561,,,,,Headshop,
1424,Mezmorize,,http://kushy.net/business/mezmorize/,0,0,,http://weedporndaily.com/images/weed-leaf2.gif,,,,,,,,,40.7988391,-81.9356602,"340 E Liberty St, Wooster, OH 44691, USA",340,"East Liberty Street",Wooster,OH,Ohio,44691,US,"United States",1,"340 E Liberty Street, Wooster, Ohio 44691",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,vlcsnap-2016-06-25-13h58m06s561.jpg,/home/kushy/public_html/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,977,vlcsnap-2016-06-25-13h58m06s561,,,,"United States>Iowa",Headshop,
1425,"Pebs Too Smokes & Things",,http://kushy.net/business/pebs-too-smokes-things/,0,0,,http://weedporndaily.com/images/weed-leaf2.gif,,,,,,,,,39.2561799,-84.582543,"3114 Springdale Rd, Cincinnati, OH 45251, USA",3114,"Springdale Road",Cincinnati,OH,Ohio,45251,US,"United States",1,"3114 Springdale Road, Cincinnati, Ohio 45251",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,vlcsnap-2016-06-25-13h58m06s561.jpg,/home/kushy/public_html/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,977,vlcsnap-2016-06-25-13h58m06s561,,,,"United States>Iowa",Headshop,
1426,"Waterbeds N Stuff / Beds N Stuff",,http://kushy.net/business/waterbeds-n-stuff-beds-n-stuff-11/,0,0,,http://weedporndaily.com/images/weed-leaf2.gif,,,,,,,,,40.0329896,-82.4344668,"688 Hebron Rd, Heath, OH 43056, USA",688,"Hebron Road",Heath,OH,Ohio,43056,US,"United States",1,"688 Hebron Road, Heath, Ohio 43056",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,vlcsnap-2016-06-25-13h58m06s561.jpg,/home/kushy/public_html/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,977,vlcsnap-2016-06-25-13h58m06s561,,,,"United States>Iowa",Headshop,
1427,"Pebs Smokes & Things",,http://kushy.net/business/pebs-smokes-things/,0,0,,http://weedporndaily.com/images/weed-leaf2.gif,,,,,,,,,39.292281,-83.987936,"136 S Broadway St, Blanchester, OH 45107, USA",136,"South Broadway Street",Blanchester,OH,Ohio,45107,US,"United States",1,"136 S Broadway Street, Blanchester, Ohio 45107",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,vlcsnap-2016-06-25-13h58m06s561.jpg,/home/kushy/public_html/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,977,vlcsnap-2016-06-25-13h58m06s561,,,,"United States>Iowa",Headshop,
1428,"Down on Main Street",,http://kushy.net/business/down-on-main-street/,0,0,,http://weedporndaily.com/images/weed-leaf2.gif,,,,,,,,,39.415733,-84.479177,"5554 Eureka Dr, Hamilton, OH 45011, USA",5554,"Eureka Drive",Hamilton,OH,Ohio,45011,US,"United States",1,"5554 Eureka Drive, Hamilton, Ohio 45011",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,vlcsnap-2016-06-25-13h58m06s561.jpg,/home/kushy/public_html/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,977,vlcsnap-2016-06-25-13h58m06s561,,,,"United States>Iowa",Headshop,
1429,"Smoke Zone Smoke Shop",,http://kushy.net/business/smoke-zone-smoke-shop/,0,0,,http://weedporndaily.com/images/weed-leaf2.gif,,,,,,,,,39.3275836,-82.1018653,"14 W Union St, Athens, OH 45701, USA",14,"West Union Street",Athens,OH,Ohio,45701,US,"United States",1,"14 West Union Street, Athens, Ohio 45701",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,vlcsnap-2016-06-25-13h58m06s561.jpg,/home/kushy/public_html/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,977,vlcsnap-2016-06-25-13h58m06s561,,,,"United States>Iowa",Headshop,
1430,"Waterbeds N Stuff / Beds N Stuff",,http://kushy.net/business/waterbeds-n-stuff-beds-n-stuff-12/,0,0,,http://weedporndaily.com/images/weed-leaf2.gif,,,,,,,,,40.0877303,-82.9491103,"5846 Columbus Square, Columbus, OH 43231, USA",5846,"Columbus Square",Columbus,OH,Ohio,43231,US,"United States",1,"5846 Columbus Square, Columbus, Ohio 43231",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,vlcsnap-2016-06-25-13h58m06s561.jpg,/home/kushy/public_html/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,977,vlcsnap-2016-06-25-13h58m06s561,,,,"United States>Iowa",Headshop,
1431,"Waterbeds N Stuff / Beds N Stuff",,http://kushy.net/business/waterbeds-n-stuff-beds-n-stuff-13/,0,0,,http://weedporndaily.com/images/weed-leaf2.gif,,,,,,,,,40.1517855,-82.9991562,"720 Polaris Pkwy, Lewis Center, OH 43035, USA",720,"Polaris Parkway","Lewis Center",OH,Ohio,43035,US,"United States",1,"720 Polaris Pkwy, Lewis Center, Ohio 43035",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,vlcsnap-2016-06-25-13h58m06s561.jpg,/home/kushy/public_html/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,977,vlcsnap-2016-06-25-13h58m06s561,,,,"United States>Iowa",Headshop,
1432,"The Stash House",,http://kushy.net/business/the-stash-house/,0,0,,http://weedporndaily.com/images/weed-leaf2.gif,,,,,,,,,40.2979816,-83.0681483,"26 S Sandusky St, Delaware, OH 43015, USA",26,"South Sandusky Street",Delaware,OH,Ohio,43015,US,"United States",1,"26 South Sandusky Street, Delaware, Ohio 43015",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,vlcsnap-2016-06-25-13h58m06s561.jpg,/home/kushy/public_html/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,977,vlcsnap-2016-06-25-13h58m06s561,,,,"United States>Iowa",Headshop,
1433,"Zig Stag",,http://kushy.net/business/zig-stag/,0,0,,http://weedporndaily.com/images/weed-leaf2.gif,,,,,,,,,41.1141397,-83.178958,"20 E Market St, Tiffin, OH 44883, USA",20,"East Market Street",Tiffin,OH,Ohio,44883,US,"United States",1,"20 East Market Street, Tiffin, Ohio 44883",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,vlcsnap-2016-06-25-13h58m06s561.jpg,/home/kushy/public_html/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,977,vlcsnap-2016-06-25-13h58m06s561,,,,"United States>Iowa",Headshop,
1434,"Puff N Stuff",,http://kushy.net/business/puff-n-stuff-3/,0,0,,http://weedporndaily.com/images/weed-leaf2.gif,,,,,,,,,39.9961542,-83.0068385,"1652 N High St, Columbus, OH 43201, USA",1652,"North High Street",Columbus,OH,Ohio,43201,US,"United States",1,"1652 North High Street, Columbus, Ohio 43201",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,vlcsnap-2016-06-25-13h58m06s561.jpg,/home/kushy/public_html/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,977,vlcsnap-2016-06-25-13h58m06s561,,,,"United States>Iowa",Headshop,
1435,"Import House",,http://kushy.net/business/import-house-2/,0,0,,http://weedporndaily.com/images/weed-leaf2.gif,,,,,,,,,39.9978777,-83.007383,"4 E 13th Ave, Columbus, OH 43201, USA",4,"East 13th Avenue",Columbus,OH,Ohio,43201,US,"United States",1,"4 E 13th Ave, Columbus, Ohio 43201",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,vlcsnap-2016-06-25-13h58m06s561.jpg,/home/kushy/public_html/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,977,vlcsnap-2016-06-25-13h58m06s561,,,,"United States>Iowa",Headshop,
1436,"Twilight Boutique",,http://kushy.net/business/twilight-boutique-7/,0,0,,http://weedporndaily.com/images/weed-leaf2.gif,,,,,,,,,39.6464314,-84.2430525,"2022 S Alex Rd, West Carrollton, OH 45449, USA",2022,"South Alex Road","West Carrollton",OH,Ohio,45449,US,"United States",1,"2022 South Alex Road, West Carrollton, Ohio 45449",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,vlcsnap-2016-06-25-13h58m06s561.jpg,/home/kushy/public_html/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,977,vlcsnap-2016-06-25-13h58m06s561,,,,"United States>Iowa",Headshop,
1437,"The Attic",,http://kushy.net/business/the-attic/,0,0,,http://weedporndaily.com/images/weed-leaf2.gif,,,,,,,,,41.058527,-83.6588214,"531 W Trenton Ave, Findlay, OH 45840, USA",531,"West Trenton Avenue",Findlay,OH,Ohio,45840,US,"United States",1,"531 Trenton Avenue, Findlay, Ohio 45840",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,vlcsnap-2016-06-25-13h58m06s561.jpg,/home/kushy/public_html/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,977,vlcsnap-2016-06-25-13h58m06s561,,,,"United States>Iowa",Headshop,
1438,"Hemptations TOO!",,http://kushy.net/business/hemptations-too/,0,0,,http://weedporndaily.com/images/weed-leaf2.gif,,,,,,,,,39.2771166,-84.4094938,"11353 US-42, Sharonville, OH 45241, USA",11353,"U.S. 42",Sharonville,OH,Ohio,45241,US,"United States",1,"11353 US 42, Sharonville, Ohio 45241",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,vlcsnap-2016-06-25-13h58m06s561.jpg,/home/kushy/public_html/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,977,vlcsnap-2016-06-25-13h58m06s561,,,,"United States>Iowa",Headshop,
1439,Smoke-N-Choke,,http://kushy.net/business/smoke-n-choke/,0,0,,http://weedporndaily.com/images/weed-leaf2.gif,,,,,,,,,40.7546485,-84.1278538,"1279 N Cole St, Lima, OH 45801, USA",1279,"North Cole Street",Lima,OH,Ohio,45801,US,"United States",1,"1279 North Cole Street, Lima, Ohio 45805",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,vlcsnap-2016-06-25-13h58m06s561.jpg,/home/kushy/public_html/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,977,vlcsnap-2016-06-25-13h58m06s561,,,,"United States>Iowa",Headshop,
1440,"70s Rock Shop",,http://kushy.net/business/70s-rock-shop/,0,0,,http://weedporndaily.com/images/weed-leaf2.gif,,,,,,,,,39.8975917,-84.3058618,"101 S Main St, Union, OH 45322, USA",101,"South Main Street",Union,OH,Ohio,45322,US,"United States",1,"101 S Main St, Union, Ohio 45322",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,vlcsnap-2016-06-25-13h58m06s561.jpg,/home/kushy/public_html/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,977,vlcsnap-2016-06-25-13h58m06s561,,,,"United States>Iowa",Headshop,
1441,"Smoke Shop And Talk",,http://kushy.net/business/smoke-shop-and-talk/,0,0,,http://weedporndaily.com/images/weed-leaf2.gif,,,,,,,,,39.7466389,-84.1255547,"3931 Linden Ave, Dayton, OH 45432, USA",3931,"Linden Avenue",Dayton,OH,Ohio,45432,US,"United States",1,"3931 Linden Avenue, Dayton, Ohio 45432",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,vlcsnap-2016-06-25-13h58m06s561.jpg,/home/kushy/public_html/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,977,vlcsnap-2016-06-25-13h58m06s561,,,,"United States>Iowa",Headshop,
1442,"A & R1 Smoke Shop",,http://kushy.net/business/a-r1-smoke-shop/,0,0,,http://weedporndaily.com/images/weed-leaf2.gif,,,,,,,,,39.7920677,-84.0249244,"37 E Dayton Yellow Springs Rd, Fairborn, OH 45324, USA",37,"East Dayton-Yellow Springs Road",Fairborn,OH,Ohio,45324,US,"United States",1,"37 E Dayton Yellow Springs Rd, Fairborn, Ohio 45324",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,vlcsnap-2016-06-25-13h58m06s561.jpg,/home/kushy/public_html/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,977,vlcsnap-2016-06-25-13h58m06s561,,,,"United States>Iowa",Headshop,
1443,"Import House",,http://kushy.net/business/import-house-3/,0,0,,http://weedporndaily.com/images/weed-leaf2.gif,,,,,,,,,39.3313721,-82.1006978,"68 N Court St, Athens, OH 45701, USA",68,"North Court Street",Athens,OH,Ohio,45701,US,"United States",1,"68 N Court St, Athens, Ohio 45701",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,vlcsnap-2016-06-25-13h58m06s561.jpg,/home/kushy/public_html/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,977,vlcsnap-2016-06-25-13h58m06s561,,,,"United States>Iowa",Headshop,
1444,"Smokers Alley 2 Warren",,http://kushy.net/business/smokers-alley-2-warren/,0,0,,http://weedporndaily.com/images/weed-leaf2.gif,,,,,,,,,42.5081823,-82.9789195,"14156 E Twelve Mile Rd, Warren, MI 48088, USA",14156,"East Twelve Mile Road",Warren,MI,Michigan,48088,US,"United States",1,"14156 East 12 Mile Road, Warren, Michigan 48088",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,vlcsnap-2016-06-25-13h58m06s561.jpg,/home/kushy/public_html/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,977,vlcsnap-2016-06-25-13h58m06s561,,,,"United States>Michigan",Headshop,
1445,"Dream Factory",,http://kushy.net/business/dream-factory/,0,0,,http://weedporndaily.com/images/weed-leaf2.gif,,,,,,,,,42.5173687,-83.7427664,"10610 E Grand River Ave, Brighton, MI 48116, USA",10610,"East Grand River Avenue",Brighton,MI,Michigan,48116,US,"United States",1,"10610 East Grand River Avenue, Brighton, Michigan 48116",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,vlcsnap-2016-06-25-13h58m06s561.jpg,/home/kushy/public_html/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,977,vlcsnap-2016-06-25-13h58m06s561,,,,"United States>Michigan",Headshop,
1446,"New Generation Boutique",,http://kushy.net/business/new-generation-boutique/,0,0,,http://weedporndaily.com/images/weed-leaf2.gif,,,,,,,,,42.1988592,-83.1797195,"3333 Fort St, Wyandotte, MI 48192, USA",3333,"Fort Street",Wyandotte,MI,Michigan,48192,US,"United States",1,"3333 Fort Street, Wyandotte, Michigan 48192",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,vlcsnap-2016-06-25-13h58m06s561.jpg,/home/kushy/public_html/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,977,vlcsnap-2016-06-25-13h58m06s561,,,,"United States>Michigan",Headshop,
1447,"Tobacco Town",,http://kushy.net/business/tobacco-town/,0,0,,http://weedporndaily.com/images/weed-leaf2.gif,,,,,,,,,42.1834507,-83.189751,"17092 Fort St, Riverview, MI 48193, USA",17092,"Fort Street",Riverview,MI,Michigan,48193,US,"United States",1,"17092 Fort Street, Riverview, Michigan 48193",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,vlcsnap-2016-06-25-13h58m06s561.jpg,/home/kushy/public_html/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,977,vlcsnap-2016-06-25-13h58m06s561,,,,"United States>Michigan",Headshop,
1448,"BDT Smoke Shops - Roseville",,http://kushy.net/business/bdt-smoke-shops-roseville/,0,0,,http://weedporndaily.com/images/weed-leaf2.gif,,,,,,,,,42.4983832,-82.936448,"27419 Gratiot Ave, Roseville, MI 48066, USA",27419,"Gratiot Avenue",Roseville,MI,Michigan,48066,US,"United States",1,"27419 Gratiot Ave, Roseville, Michigan 48066",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,vlcsnap-2016-06-25-13h58m06s561.jpg,/home/kushy/public_html/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,977,vlcsnap-2016-06-25-13h58m06s561,,,,"United States>Michigan",Headshop,
1449,"3 Doors Down",,http://kushy.net/business/3-doors-down/,0,0,,http://weedporndaily.com/images/weed-leaf2.gif,,,,,,,,,42.696387,-83.3946194,"5326 Dixie Hwy, Waterford Twp, MI 48329, USA",5326,"Dixie Highway",Waterford,MI,Michigan,48329,US,"United States",1,"5326 Dixie Hwy, Waterford, Michigan 48329",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,vlcsnap-2016-06-25-13h58m06s561.jpg,/home/kushy/public_html/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,977,vlcsnap-2016-06-25-13h58m06s561,,,,"United States>Michigan",Headshop,
1450,"Metro Smokers",,http://kushy.net/business/metro-smokers/,0,0,,http://weedporndaily.com/images/weed-leaf2.gif,,,,,,,,,42.349533,-83.3320333,"8155 Middlebelt Rd, Westland, MI 48185, USA",8155,"Middlebelt Road",Westland,MI,Michigan,48185,US,"United States",1,"8155 Middlebelt Road, Westland, Michigan 48185",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kushy.net/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,vlcsnap-2016-06-25-13h58m06s561.jpg,/home/kushy/public_html/wp-content/uploads/2016/10/vlcsnap-2016-06-25-13h58m06s561.jpg,977,vlcsnap-2016-06-25-13h58m06s561,,,,"United States>Michigan",Headshop,
